,Year,Season,NOC,Name,Event,Sport,region,notes
2975,1988,Summer,LBA,6,5,['Athletics' 'Cycling' 'Weightlifting'],Libya,
2976,1992,Summer,LBA,5,5,['Weightlifting' 'Judo' 'Table Tennis' 'Athletics'],Libya,
2977,1996,Summer,LBA,5,5,['Athletics' 'Cycling'],Libya,
2978,2000,Summer,LBA,3,3,['Athletics' 'Judo' 'Taekwondo'],Libya,
2979,2004,Summer,LBA,8,8,['Weightlifting' 'Judo' 'Swimming' 'Athletics' 'Taekwondo'],Libya,
2980,2008,Summer,LBA,6,6,['Athletics' 'Cycling' 'Judo' 'Swimming'],Libya,
2981,2012,Summer,LBA,4,4,['Swimming' 'Judo' 'Athletics'],Libya,
2982,2016,Summer,LBA,7,7,['Swimming' 'Archery' 'Judo' 'Rowing' 'Athletics' 'Taekwondo'],Libya,
2983,1968,Summer,NCA,11,15,['Athletics' 'Boxing' 'Weightlifting'],Nicaragua,
2984,1972,Summer,NCA,8,10,['Athletics' 'Judo' 'Boxing'],Nicaragua,
2985,1976,Summer,NCA,15,19,['Athletics' 'Judo' 'Cycling' 'Boxing' 'Swimming' 'Weightlifting'],Nicaragua,
2986,1980,Summer,NCA,5,6,['Boxing' 'Swimming' 'Athletics'],Nicaragua,
2987,1984,Summer,NCA,5,5,['Boxing' 'Weightlifting'],Nicaragua,
2988,1992,Summer,NCA,8,9,['Athletics' 'Wrestling' 'Weightlifting' 'Shooting' 'Boxing' 'Cycling'],Nicaragua,
2989,1996,Summer,NCA,26,9,['Athletics' 'Baseball' 'Judo' 'Shooting' 'Swimming'],Nicaragua,
2990,2000,Summer,NCA,6,6,['Swimming' 'Taekwondo' 'Athletics' 'Shooting' 'Weightlifting'],Nicaragua,
2991,2004,Summer,NCA,5,6,['Athletics' 'Swimming' 'Shooting'],Nicaragua,
2992,2008,Summer,NCA,6,7,['Athletics' 'Shooting' 'Weightlifting' 'Swimming'],Nicaragua,
2993,2012,Summer,NCA,6,6,['Boxing' 'Weightlifting' 'Athletics' 'Swimming'],Nicaragua,
2994,2016,Summer,NCA,5,5,['Shooting' 'Swimming' 'Weightlifting' 'Athletics'],Nicaragua,
2995,1968,Summer,PAR,1,1,['Fencing'],Paraguay,
2996,1972,Summer,PAR,3,3,['Athletics' 'Shooting'],Paraguay,
2997,1976,Summer,PAR,4,6,['Swimming' 'Fencing' 'Athletics' 'Shooting'],Paraguay,
2998,1984,Summer,PAR,14,15,['Shooting' 'Boxing' 'Athletics' 'Judo'],Paraguay,
2999,1988,Summer,PAR,10,11,['Fencing' 'Tennis' 'Judo' 'Boxing' 'Athletics'],Paraguay,
3000,1992,Summer,PAR,27,12,['Football' 'Fencing' 'Judo' 'Tennis' 'Swimming' 'Athletics'],Paraguay,
3001,1996,Summer,PAR,7,7,['Athletics' 'Swimming' 'Fencing' 'Judo' 'Sailing'],Paraguay,
3002,2000,Summer,PAR,5,5,['Athletics' 'Tennis' 'Swimming'],Paraguay,
3003,2004,Summer,PAR,22,6,['Football' 'Swimming' 'Athletics' 'Rowing'],Paraguay,
3004,2008,Summer,PAR,7,7,['Table Tennis' 'Swimming' 'Sailing' 'Athletics' 'Shooting'],Paraguay,
3005,2012,Summer,PAR,8,10,['Table Tennis' 'Tennis' 'Athletics' 'Swimming' 'Judo' 'Rowing'],Paraguay,
3006,2014,Winter,PAR,1,1,['Freestyle Skiing'],Paraguay,
3007,2016,Summer,PAR,11,11,['Table Tennis' 'Athletics' 'Tennis' 'Golf' 'Swimming' 'Rowing' 'Shooting'],Paraguay,
3008,1968,Summer,SLE,3,4,['Boxing' 'Athletics'],Sierra Leone,
3009,1980,Summer,SLE,14,16,['Athletics' 'Boxing'],Sierra Leone,
3010,1984,Summer,SLE,7,6,['Athletics' 'Boxing'],Sierra Leone,
3011,1988,Summer,SLE,12,14,['Weightlifting' 'Athletics' 'Boxing' 'Cycling'],Sierra Leone,
3012,1992,Summer,SLE,11,12,['Athletics'],Sierra Leone,
3013,1996,Summer,SLE,14,10,['Athletics' 'Swimming' 'Boxing'],Sierra Leone,
3014,2000,Summer,SLE,3,3,['Weightlifting' 'Athletics'],Sierra Leone,
3015,2004,Summer,SLE,2,2,['Athletics'],Sierra Leone,
3016,2008,Summer,SLE,3,3,['Athletics' 'Boxing'],Sierra Leone,
3017,2012,Summer,SLE,2,2,['Athletics'],Sierra Leone,
3018,2016,Summer,SLE,4,4,['Swimming' 'Athletics'],Sierra Leone,
3019,1968,Summer,SUR,1,1,['Athletics'],Suriname,
3020,1972,Summer,SUR,2,3,['Judo' 'Athletics'],Suriname,
3021,1976,Summer,SUR,3,4,['Athletics' 'Judo'],Suriname,
3022,1984,Summer,SUR,5,7,['Athletics' 'Swimming' 'Judo'],Suriname,
3023,1988,Summer,SUR,6,10,['Athletics' 'Cycling' 'Judo' 'Swimming'],Suriname,
3024,1992,Summer,SUR,6,7,['Athletics' 'Cycling' 'Swimming'],Suriname,
3025,1996,Summer,SUR,7,11,['Swimming' 'Athletics' 'Badminton'],Suriname,
3026,2000,Summer,SUR,4,5,['Swimming' 'Athletics'],Suriname,
3027,2004,Summer,SUR,4,4,['Swimming' 'Athletics'],Suriname,
3028,2008,Summer,SUR,4,4,['Athletics' 'Swimming'],Suriname,
3029,2012,Summer,SUR,5,5,['Athletics' 'Swimming' 'Badminton'],Suriname,
3030,2016,Summer,SUR,6,6,['Judo' 'Swimming' 'Badminton' 'Athletics'],Suriname,
3031,1972,Summer,ALB,5,3,['Shooting' 'Weightlifting'],Albania,
3032,1992,Summer,ALB,7,8,['Weightlifting' 'Swimming' 'Athletics' 'Shooting'],Albania,
3033,1996,Summer,ALB,7,7,['Athletics' 'Shooting' 'Cycling' 'Weightlifting' 'Wrestling'],Albania,
3034,2000,Summer,ALB,4,5,['Athletics' 'Shooting' 'Weightlifting'],Albania,
3035,2004,Summer,ALB,7,7,['Athletics' 'Swimming' 'Wrestling' 'Weightlifting'],Albania,
3036,2006,Winter,ALB,1,3,['Alpine Skiing'],Albania,
3037,2008,Summer,ALB,11,12,['Weightlifting' 'Athletics' 'Wrestling' 'Swimming' 'Shooting' 'Judo'],Albania,
3038,2010,Winter,ALB,1,2,['Alpine Skiing'],Albania,
3039,2012,Summer,ALB,9,9,['Weightlifting' 'Swimming' 'Athletics' 'Judo' 'Shooting'],Albania,
3040,2014,Winter,ALB,1,2,['Alpine Skiing'],Albania,
3041,2016,Summer,ALB,6,6,['Weightlifting' 'Athletics' 'Swimming'],Albania,
3042,1972,Summer,BEN,3,3,['Boxing' 'Athletics'],Benin,
3043,1980,Summer,BEN,16,17,['Boxing' 'Athletics'],Benin,
3044,1984,Summer,BEN,3,3,['Boxing'],Benin,
3045,1988,Summer,BEN,7,7,['Athletics' 'Judo'],Benin,
3046,1992,Summer,BEN,6,6,['Athletics' 'Cycling'],Benin,
3047,1996,Summer,BEN,5,4,['Athletics'],Benin,
3048,2000,Summer,BEN,4,4,['Athletics' 'Taekwondo' 'Tennis'],Benin,
3049,2004,Summer,BEN,4,4,['Athletics' 'Swimming'],Benin,
3050,2008,Summer,BEN,5,5,['Swimming' 'Athletics' 'Taekwondo'],Benin,
3051,2012,Summer,BEN,5,5,['Athletics' 'Boxing' 'Judo' 'Swimming'],Benin,
3052,2016,Summer,BEN,6,6,['Fencing' 'Swimming' 'Judo' 'Athletics'],Benin,
3053,1972,Summer,BUR,1,1,['Athletics'],Burkina Faso,
3054,1988,Summer,BUR,6,7,['Boxing' 'Athletics'],Burkina Faso,
3055,1992,Summer,BUR,4,4,['Judo' 'Athletics'],Burkina Faso,
3056,1996,Summer,BUR,5,5,['Boxing' 'Athletics'],Burkina Faso,
3057,2000,Summer,BUR,4,4,['Judo' 'Athletics' 'Boxing'],Burkina Faso,
3058,2004,Summer,BUR,5,5,['Swimming' 'Judo' 'Athletics'],Burkina Faso,
3059,2008,Summer,BUR,6,6,['Swimming' 'Fencing' 'Judo' 'Athletics'],Burkina Faso,
3060,2012,Summer,BUR,5,5,['Athletics' 'Judo' 'Swimming'],Burkina Faso,
3061,2016,Summer,BUR,5,5,['Athletics' 'Swimming' 'Judo'],Burkina Faso,
3062,1972,Summer,GAB,1,1,['Boxing'],Gabon,
3063,1984,Summer,GAB,4,4,['Athletics' 'Boxing'],Gabon,
3064,1988,Summer,GAB,2,2,['Boxing' 'Athletics'],Gabon,
3065,1992,Summer,GAB,5,5,['Boxing' 'Judo' 'Athletics'],Gabon,
3066,1996,Summer,GAB,7,6,['Boxing' 'Athletics' 'Judo'],Gabon,
3067,2000,Summer,GAB,5,6,['Athletics' 'Judo' 'Boxing'],Gabon,
3068,2004,Summer,GAB,5,5,['Athletics' 'Judo' 'Boxing'],Gabon,
3069,2008,Summer,GAB,4,4,['Taekwondo' 'Athletics' 'Judo'],Gabon,
3070,2012,Summer,GAB,21,7,['Football' 'Athletics' 'Judo' 'Boxing' 'Taekwondo'],Gabon,
3071,2016,Summer,GAB,6,6,['Swimming' 'Athletics' 'Judo' 'Taekwondo'],Gabon,
3072,1972,Summer,KSA,10,11,['Athletics'],Saudi Arabia,
3073,1976,Summer,KSA,14,13,['Athletics'],Saudi Arabia,
3074,1984,Summer,KSA,37,11,['Football' 'Fencing' 'Cycling' 'Shooting' 'Archery'],Saudi Arabia,
3075,1988,Summer,KSA,9,12,['Athletics' 'Shooting' 'Archery'],Saudi Arabia,
3076,1992,Summer,KSA,9,13,['Fencing' 'Cycling' 'Athletics' 'Swimming' 'Table Tennis'],Saudi Arabia,
3077,1996,Summer,KSA,29,13,['Athletics' 'Weightlifting' 'Football' 'Equestrianism' 'Shooting'],Saudi Arabia,
3078,2000,Summer,KSA,18,14,['Athletics' 'Taekwondo' 'Equestrianism' 'Swimming' 'Shooting'],Saudi Arabia,
3079,2004,Summer,KSA,16,12,"['Athletics' 'Weightlifting' 'Equestrianism' 'Table Tennis' 'Swimming'
 'Shooting']",Saudi Arabia,
3080,2008,Summer,KSA,14,11,['Athletics' 'Equestrianism' 'Swimming' 'Shooting'],Saudi Arabia,
3081,2012,Summer,KSA,18,14,['Athletics' 'Equestrianism' 'Weightlifting' 'Shooting' 'Judo'],Saudi Arabia,
3082,2016,Summer,KSA,10,10,['Athletics' 'Shooting' 'Weightlifting' 'Fencing' 'Judo'],Saudi Arabia,
3083,1972,Summer,LES,1,2,['Athletics'],Lesotho,
3084,1980,Summer,LES,5,6,['Athletics'],Lesotho,
3085,1984,Summer,LES,4,4,['Boxing' 'Athletics'],Lesotho,
3086,1988,Summer,LES,6,5,['Athletics' 'Boxing'],Lesotho,
3087,1992,Summer,LES,6,8,['Athletics'],Lesotho,
3088,1996,Summer,LES,9,5,['Athletics'],Lesotho,
3089,2000,Summer,LES,6,6,['Boxing' 'Taekwondo' 'Athletics'],Lesotho,
3090,2004,Summer,LES,3,3,['Athletics' 'Taekwondo'],Lesotho,
3091,2008,Summer,LES,5,3,['Athletics' 'Boxing'],Lesotho,
3092,2012,Summer,LES,4,4,['Athletics' 'Swimming'],Lesotho,
3093,2016,Summer,LES,8,8,['Athletics' 'Boxing' 'Cycling'],Lesotho,
3094,1972,Summer,MAW,16,17,['Boxing' 'Athletics' 'Cycling'],Malawi,
3095,1984,Summer,MAW,15,16,['Boxing' 'Cycling' 'Athletics'],Malawi,
3096,1988,Summer,MAW,16,16,['Boxing' 'Cycling' 'Athletics'],Malawi,
3097,1992,Summer,MAW,4,4,['Athletics'],Malawi,
3098,1996,Summer,MAW,2,2,['Athletics'],Malawi,
3099,2000,Summer,MAW,2,2,['Athletics'],Malawi,
3100,2004,Summer,MAW,4,4,['Athletics' 'Swimming'],Malawi,
3101,2008,Summer,MAW,4,4,['Athletics' 'Swimming'],Malawi,
3102,2012,Summer,MAW,3,3,['Athletics' 'Swimming'],Malawi,
3103,2016,Summer,MAW,5,5,['Athletics' 'Archery' 'Swimming'],Malawi,
3104,1972,Summer,SOM,3,4,['Athletics'],Somalia,
3105,1984,Summer,SOM,7,6,['Athletics'],Somalia,
3106,1988,Summer,SOM,5,4,['Athletics'],Somalia,
3107,1996,Summer,SOM,4,4,['Athletics'],Somalia,
3108,2000,Summer,SOM,2,2,['Athletics'],Somalia,
3109,2004,Summer,SOM,2,2,['Athletics'],Somalia,
3110,2008,Summer,SOM,2,2,['Athletics'],Somalia,
3111,2012,Summer,SOM,2,2,['Athletics'],Somalia,
3112,2016,Summer,SOM,2,2,['Athletics'],Somalia,
3113,1972,Summer,SWZ,2,4,['Athletics' 'Shooting'],Swaziland,
3114,1984,Summer,SWZ,8,11,['Athletics' 'Weightlifting' 'Boxing' 'Swimming'],Swaziland,
3115,1988,Summer,SWZ,11,11,['Athletics' 'Swimming' 'Weightlifting' 'Boxing'],Swaziland,
3116,1992,Summer,SWZ,6,10,['Athletics' 'Boxing'],Swaziland,
3117,1992,Winter,SWZ,1,3,['Alpine Skiing'],Swaziland,
3118,1996,Summer,SWZ,6,5,['Athletics' 'Boxing' 'Swimming'],Swaziland,
3119,2000,Summer,SWZ,6,6,['Athletics' 'Swimming' 'Taekwondo' 'Boxing'],Swaziland,
3120,2004,Summer,SWZ,3,3,['Athletics' 'Swimming'],Swaziland,
3121,2008,Summer,SWZ,4,4,['Swimming' 'Athletics'],Swaziland,
3122,2012,Summer,SWZ,3,3,['Swimming' 'Athletics'],Swaziland,
3123,2016,Summer,SWZ,2,2,['Athletics'],Swaziland,
3124,1972,Summer,TOG,7,5,['Athletics' 'Cycling' 'Boxing'],Togo,
3125,1984,Summer,TOG,6,6,['Athletics' 'Boxing'],Togo,
3126,1988,Summer,TOG,6,6,['Boxing' 'Athletics'],Togo,
3127,1992,Summer,TOG,6,5,['Cycling' 'Athletics'],Togo,
3128,1996,Summer,TOG,5,4,['Athletics'],Togo,
3129,2000,Summer,TOG,3,3,['Athletics' 'Judo'],Togo,
3130,2004,Summer,TOG,3,3,['Canoeing' 'Athletics'],Togo,
3131,2008,Summer,TOG,4,4,['Canoeing' 'Judo' 'Tennis' 'Athletics'],Togo,
3132,2012,Summer,TOG,6,6,['Table Tennis' 'Canoeing' 'Judo' 'Swimming' 'Athletics'],Togo,
3133,2014,Winter,TOG,2,3,['Alpine Skiing' 'Cross Country Skiing'],Togo,
3134,2016,Summer,TOG,5,5,['Rowing' 'Athletics' 'Swimming'],Togo,
3135,1976,Summer,AND,3,2,['Shooting' 'Boxing'],Andorra,
3136,1976,Winter,AND,5,3,['Alpine Skiing'],Andorra,
3137,1980,Summer,AND,2,1,['Shooting'],Andorra,
3138,1980,Winter,AND,3,3,['Alpine Skiing'],Andorra,
3139,1984,Summer,AND,2,1,['Shooting'],Andorra,
3140,1984,Winter,AND,2,3,['Alpine Skiing'],Andorra,
3141,1988,Summer,AND,3,3,['Athletics' 'Cycling'],Andorra,
3142,1988,Winter,AND,4,6,['Alpine Skiing'],Andorra,
3143,1992,Summer,AND,8,5,['Shooting' 'Cycling' 'Judo' 'Athletics' 'Sailing'],Andorra,
3144,1992,Winter,AND,5,6,['Alpine Skiing'],Andorra,
3145,1994,Winter,AND,6,7,['Alpine Skiing'],Andorra,
3146,1996,Summer,AND,8,7,['Shooting' 'Athletics' 'Judo' 'Sailing' 'Swimming'],Andorra,
3147,1998,Winter,AND,3,5,['Alpine Skiing'],Andorra,
3148,2000,Summer,AND,5,5,['Athletics' 'Swimming' 'Shooting'],Andorra,
3149,2002,Winter,AND,3,4,['Alpine Skiing'],Andorra,
3150,2004,Summer,AND,6,6,['Athletics' 'Judo' 'Swimming' 'Shooting'],Andorra,
3151,2006,Winter,AND,3,7,['Alpine Skiing' 'Cross Country Skiing'],Andorra,
3152,2008,Summer,AND,5,5,['Athletics' 'Judo' 'Canoeing' 'Swimming'],Andorra,
3153,2010,Winter,AND,6,15,['Alpine Skiing' 'Snowboarding' 'Cross Country Skiing'],Andorra,
3154,2012,Summer,AND,6,6,['Athletics' 'Judo' 'Swimming' 'Shooting'],Andorra,
3155,2014,Winter,AND,6,10,['Alpine Skiing' 'Snowboarding' 'Biathlon'],Andorra,
3156,2016,Summer,AND,4,4,['Swimming' 'Shooting' 'Athletics' 'Judo'],Andorra,
3157,1976,Summer,ANT,10,11,['Cycling' 'Athletics'],Antigua,Antigua and Barbuda
3158,1984,Summer,ANT,14,17,['Athletics' 'Cycling' 'Sailing'],Antigua,Antigua and Barbuda
3159,1988,Summer,ANT,15,19,['Athletics' 'Cycling' 'Boxing' 'Sailing'],Antigua,Antigua and Barbuda
3160,1992,Summer,ANT,13,15,['Athletics' 'Sailing' 'Cycling'],Antigua,Antigua and Barbuda
3161,1996,Summer,ANT,13,9,['Athletics' 'Cycling' 'Sailing' 'Canoeing'],Antigua,Antigua and Barbuda
3162,2000,Summer,ANT,3,4,['Athletics' 'Sailing'],Antigua,Antigua and Barbuda
3163,2004,Summer,ANT,5,5,['Athletics' 'Swimming'],Antigua,Antigua and Barbuda
3164,2008,Summer,ANT,5,5,['Athletics' 'Swimming'],Antigua,Antigua and Barbuda
3165,2012,Summer,ANT,4,4,['Athletics' 'Swimming'],Antigua,Antigua and Barbuda
3166,2016,Summer,ANT,8,5,['Athletics' 'Swimming'],Antigua,Antigua and Barbuda
3167,1976,Summer,CAY,2,1,['Sailing'],Cayman Islands,
3168,1984,Summer,CAY,8,7,['Sailing' 'Cycling'],Cayman Islands,
3169,1988,Summer,CAY,8,7,['Cycling' 'Athletics'],Cayman Islands,
3170,1992,Summer,CAY,10,7,['Cycling' 'Sailing' 'Athletics'],Cayman Islands,
3171,1996,Summer,CAY,9,7,['Cycling' 'Sailing' 'Athletics'],Cayman Islands,
3172,2000,Summer,CAY,3,4,['Sailing' 'Athletics'],Cayman Islands,
3173,2004,Summer,CAY,5,8,['Swimming' 'Athletics'],Cayman Islands,
3174,2008,Summer,CAY,4,6,['Athletics' 'Swimming'],Cayman Islands,
3175,2010,Winter,CAY,1,1,['Alpine Skiing'],Cayman Islands,
3176,2012,Summer,CAY,4,5,['Athletics' 'Swimming'],Cayman Islands,
3177,2014,Winter,CAY,1,2,['Alpine Skiing'],Cayman Islands,
3178,2016,Summer,CAY,5,5,['Sailing' 'Swimming' 'Athletics'],Cayman Islands,
3179,1976,Summer,PNG,6,8,['Shooting' 'Athletics' 'Boxing'],Papua New Guinea,
3180,1984,Summer,PNG,7,12,['Athletics' 'Shooting'],Papua New Guinea,
3181,1988,Summer,PNG,11,15,['Athletics' 'Boxing' 'Weightlifting' 'Sailing'],Papua New Guinea,
3182,1992,Summer,PNG,13,16,['Athletics' 'Weightlifting' 'Boxing' 'Sailing'],Papua New Guinea,
3183,1996,Summer,PNG,11,11,['Athletics' 'Boxing' 'Weightlifting'],Papua New Guinea,
3184,2000,Summer,PNG,5,5,['Athletics' 'Swimming' 'Weightlifting'],Papua New Guinea,
3185,2004,Summer,PNG,4,6,['Athletics' 'Swimming' 'Weightlifting'],Papua New Guinea,
3186,2008,Summer,PNG,7,9,['Athletics' 'Swimming' 'Taekwondo' 'Weightlifting' 'Boxing'],Papua New Guinea,
3187,2012,Summer,PNG,8,8,['Weightlifting' 'Swimming' 'Judo' 'Athletics' 'Taekwondo'],Papua New Guinea,
3188,2016,Summer,PNG,8,8,['Weightlifting' 'Taekwondo' 'Boxing' 'Judo' 'Swimming' 'Athletics'],Papua New Guinea,
3189,1980,Summer,ANG,11,14,['Boxing' 'Athletics' 'Swimming'],Angola,
3190,1988,Summer,ANG,24,27,['Judo' 'Athletics' 'Swimming' 'Boxing'],Angola,
3191,1992,Summer,ANG,28,21,['Athletics' 'Basketball' 'Swimming' 'Judo' 'Sailing' 'Boxing'],Angola,
3192,1996,Summer,ANG,28,8,['Handball' 'Basketball' 'Swimming' 'Athletics' 'Shooting'],Angola,
3193,2000,Summer,ANG,30,7,['Swimming' 'Basketball' 'Handball' 'Shooting' 'Athletics'],Angola,
3194,2004,Summer,ANG,30,5,['Basketball' 'Handball' 'Swimming' 'Judo' 'Athletics'],Angola,
3195,2008,Summer,ANG,32,8,"['Beach Volleyball' 'Basketball' 'Handball' 'Swimming' 'Athletics'
 'Canoeing']",Angola,
3196,2012,Summer,ANG,33,10,['Handball' 'Athletics' 'Basketball' 'Swimming' 'Canoeing' 'Judo'],Angola,
3197,2016,Summer,ANG,26,10,['Sailing' 'Handball' 'Shooting' 'Athletics' 'Rowing' 'Judo' 'Swimming'],Angola,
3198,1980,Summer,BOT,7,8,['Athletics'],Botswana,
3199,1984,Summer,BOT,7,6,['Athletics' 'Sailing'],Botswana,
3200,1988,Summer,BOT,8,8,['Athletics' 'Boxing'],Botswana,
3201,1992,Summer,BOT,6,6,['Athletics' 'Boxing'],Botswana,
3202,1996,Summer,BOT,7,4,['Athletics' 'Boxing'],Botswana,
3203,2000,Summer,BOT,7,5,['Athletics' 'Boxing'],Botswana,
3204,2004,Summer,BOT,11,8,['Athletics' 'Boxing'],Botswana,
3205,2008,Summer,BOT,11,11,['Athletics' 'Boxing' 'Swimming'],Botswana,
3206,2012,Summer,BOT,4,4,['Athletics' 'Boxing'],Botswana,
3207,2016,Summer,BOT,12,7,['Athletics' 'Judo' 'Swimming'],Botswana,
3208,1980,Summer,CYP,14,13,['Judo' 'Sailing' 'Swimming'],Cyprus,
3209,1980,Winter,CYP,3,4,['Alpine Skiing'],Cyprus,
3210,1984,Summer,CYP,10,9,['Cycling' 'Athletics' 'Judo' 'Shooting'],Cyprus,
3211,1984,Winter,CYP,5,4,['Alpine Skiing'],Cyprus,
3212,1988,Summer,CYP,9,10,['Athletics' 'Judo' 'Sailing' 'Shooting'],Cyprus,
3213,1988,Winter,CYP,3,5,['Alpine Skiing'],Cyprus,
3214,1992,Summer,CYP,17,17,"['Athletics' 'Sailing' 'Wrestling' 'Judo' 'Rhythmic Gymnastics' 'Shooting'
 'Swimming' 'Archery']",Cyprus,
3215,1992,Winter,CYP,4,5,['Alpine Skiing'],Cyprus,
3216,1994,Winter,CYP,1,1,['Alpine Skiing'],Cyprus,
3217,1996,Summer,CYP,17,16,['Shooting' 'Athletics' 'Sailing' 'Swimming' 'Wrestling'],Cyprus,
3218,1998,Winter,CYP,1,1,['Alpine Skiing'],Cyprus,
3219,2000,Summer,CYP,22,20,['Shooting' 'Athletics' 'Swimming' 'Sailing'],Cyprus,
3220,2002,Winter,CYP,1,2,['Alpine Skiing'],Cyprus,
3221,2004,Summer,CYP,20,20,['Shooting' 'Swimming' 'Athletics' 'Sailing' 'Judo' 'Tennis' 'Cycling'],Cyprus,
3222,2006,Winter,CYP,1,2,['Alpine Skiing'],Cyprus,
3223,2008,Summer,CYP,17,17,['Shooting' 'Athletics' 'Swimming' 'Sailing' 'Weightlifting' 'Archery'],Cyprus,
3224,2010,Winter,CYP,2,4,['Alpine Skiing'],Cyprus,
3225,2012,Summer,CYP,13,12,"['Shooting' 'Athletics' 'Cycling' 'Sailing' 'Tennis' 'Swimming'
 'Rhythmic Gymnastics']",Cyprus,
3226,2014,Winter,CYP,1,2,['Alpine Skiing'],Cyprus,
3227,2016,Summer,CYP,15,19,['Athletics' 'Shooting' 'Cycling' 'Gymnastics' 'Swimming' 'Sailing'],Cyprus,
3228,1980,Summer,JOR,4,3,['Shooting'],Jordan,
3229,1984,Summer,JOR,13,12,['Athletics' 'Shooting' 'Fencing'],Jordan,
3230,1988,Summer,JOR,7,9,['Fencing' 'Table Tennis' 'Wrestling' 'Archery' 'Boxing'],Jordan,
3231,1992,Summer,JOR,4,5,['Athletics' 'Table Tennis' 'Shooting'],Jordan,
3232,1996,Summer,JOR,5,5,['Shooting' 'Swimming' 'Athletics'],Jordan,
3233,2000,Summer,JOR,8,8,"['Swimming' 'Taekwondo' 'Athletics' 'Shooting' 'Table Tennis'
 'Equestrianism']",Jordan,
3234,2004,Summer,JOR,8,8,['Swimming' 'Athletics' 'Equestrianism' 'Taekwondo' 'Table Tennis'],Jordan,
3235,2008,Summer,JOR,7,7,['Athletics' 'Equestrianism' 'Taekwondo' 'Swimming' 'Table Tennis'],Jordan,
3236,2012,Summer,JOR,9,9,['Athletics' 'Taekwondo' 'Swimming' 'Equestrianism' 'Boxing'],Jordan,
3237,2016,Summer,JOR,8,8,['Athletics' 'Taekwondo' 'Boxing' 'Swimming' 'Triathlon' 'Judo'],Jordan,
3238,1980,Summer,LAO,19,16,['Athletics' 'Shooting' 'Boxing'],Laos,
3239,1988,Summer,LAO,3,3,['Athletics' 'Boxing'],Laos,
3240,1992,Summer,LAO,6,7,['Athletics' 'Boxing'],Laos,
3241,1996,Summer,LAO,5,2,['Athletics'],Laos,
3242,2000,Summer,LAO,3,3,['Athletics' 'Swimming'],Laos,
3243,2004,Summer,LAO,5,5,['Athletics' 'Archery' 'Swimming'],Laos,
3244,2008,Summer,LAO,4,4,['Swimming' 'Athletics'],Laos,
3245,2012,Summer,LAO,3,3,['Swimming' 'Athletics'],Laos,
3246,2016,Summer,LAO,5,5,['Swimming' 'Cycling' 'Athletics' 'Judo'],Laos,
3247,1980,Summer,MOZ,14,16,['Athletics' 'Swimming'],Mozambique,
3248,1984,Summer,MOZ,9,11,['Swimming' 'Athletics'],Mozambique,
3249,1988,Summer,MOZ,8,12,['Swimming' 'Boxing' 'Athletics'],Mozambique,
3250,1992,Summer,MOZ,6,7,['Swimming' 'Athletics'],Mozambique,
3251,1996,Summer,MOZ,3,3,['Swimming' 'Athletics' 'Boxing'],Mozambique,
3252,2000,Summer,MOZ,4,4,['Swimming' 'Athletics'],Mozambique,
3253,2004,Summer,MOZ,4,4,['Athletics' 'Swimming'],Mozambique,
3254,2008,Summer,MOZ,4,4,['Swimming' 'Judo' 'Athletics'],Mozambique,
3255,2012,Summer,MOZ,6,6,['Swimming' 'Athletics' 'Boxing' 'Judo'],Mozambique,
3256,2016,Summer,MOZ,6,7,['Judo' 'Canoeing' 'Athletics' 'Swimming'],Mozambique,
3257,1980,Summer,SEY,11,15,['Athletics' 'Boxing'],Seychelles,
3258,1984,Summer,SEY,9,15,['Boxing' 'Athletics'],Seychelles,
3259,1992,Summer,SEY,11,18,['Swimming' 'Athletics' 'Sailing' 'Boxing'],Seychelles,
3260,1996,Summer,SEY,9,9,['Weightlifting' 'Sailing' 'Boxing' 'Athletics' 'Swimming'],Seychelles,
3261,2000,Summer,SEY,9,9,['Sailing' 'Athletics' 'Judo' 'Swimming' 'Weightlifting'],Seychelles,
3262,2004,Summer,SEY,9,10,"['Swimming' 'Sailing' 'Boxing' 'Judo' 'Athletics' 'Canoeing'
 'Weightlifting']",Seychelles,
3263,2008,Summer,SEY,9,9,['Athletics' 'Badminton' 'Swimming' 'Weightlifting' 'Sailing' 'Canoeing'],Seychelles,
3264,2012,Summer,SEY,6,6,['Boxing' 'Judo' 'Athletics' 'Swimming'],Seychelles,
3265,2016,Summer,SEY,10,10,['Boxing' 'Athletics' 'Weightlifting' 'Judo' 'Sailing' 'Swimming'],Seychelles,
3266,1980,Summer,VIE,30,31,['Swimming' 'Athletics' 'Shooting' 'Wrestling'],Vietnam,
3267,1988,Summer,VIE,9,12,['Boxing' 'Cycling' 'Swimming' 'Wrestling' 'Shooting' 'Athletics'],Vietnam,
3268,1992,Summer,VIE,7,10,['Athletics' 'Swimming' 'Shooting'],Vietnam,
3269,1996,Summer,VIE,6,6,['Judo' 'Athletics' 'Shooting' 'Swimming'],Vietnam,
3270,2000,Summer,VIE,7,7,['Athletics' 'Swimming' 'Taekwondo' 'Shooting'],Vietnam,
3271,2004,Summer,VIE,11,10,"['Table Tennis' 'Canoeing' 'Rowing' 'Athletics' 'Swimming' 'Shooting'
 'Taekwondo' 'Weightlifting']",Vietnam,
3272,2008,Summer,VIE,13,18,"['Gymnastics' 'Table Tennis' 'Weightlifting' 'Badminton' 'Swimming'
 'Shooting' 'Taekwondo' 'Athletics']",Vietnam,
